"","X.2","Gm.","Year","DATE","X","Tm","X.1","Opp","W.L","R","RA","Inn","W.L.1","Rank","GB","Win","Loss","Save","Time","D.N","Attendance","Streak","Orig..Scheduled","STATION","NAME","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT22"
"821",821,11,2012,"2012-04-15","boxscore","BOS","","TBR","W",2,1,NA,"5-Jun",3,"1.5","Sale","Hunter","Kimbrel","2:54","D",36686,"+",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,77,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"822",822,12,2012,"2012-04-16","boxscore","BOS","","TBR","W",7,5,NA,"5-Jul",3,"1.5","Kelly","Farquhar","Kimbrel","3:46","D",36209,"++",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,87,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"823",823,13,2012,"2012-04-17","boxscore","BOS","","TBR","W",4,3,NA,"5-Aug",3,"1","Wright","Snell","Kimbrel","3:07","D",37318,"+++",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,84,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"824",824,14,2012,"2012-04-18","boxscore","BOS","@","TOR","W",8,7,NA,"5-Sep",1,"Tied","Johnson","Stroman","","3:48","N",29281,"++++",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,62,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"825",825,15,2012,"2012-04-19","boxscore","BOS","@","TOR","L",0,3,NA,"6-Sep",3,"1","Liriano","Porcello","Osuna","2:45","N",30842,"-",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,66,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"826",826,16,2012,"2012-04-20","boxscore","BOS","@","TOR","W",4,1,10,"6-Oct",3,"1","Kimbrel","Grilli","","3:07","D",44283,"+",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,77,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"827",827,17,2012,"2012-04-21","boxscore","BOS","@","BAL","L",0,2,NA,"7-Oct",3,"2","Bundy","Pomeranz","Brach","3:20","N",34442,"-",NA,"USW00014739","BOSTON, MA US",0.01,0,NA,NA,78,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"828",828,18,2012,"2012-04-22","boxscore","BOS","@","BAL","L",2,4,NA,"8-Oct",3,"3","Aquino","Wright","O'Day","2:47","N",35457,"--",NA,"USW00014739","BOSTON, MA US",1.04,0,NA,NA,62,44,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA
"829",829,19,2012,"2012-04-23","boxscore","BOS","@","BAL","W",6,2,NA,"8-Nov",3,"2","Rodriguez","Gausman","Kimbrel","3:34","D",35522,"+",NA,"USW00014739","BOSTON, MA US",1.48,0,NA,NA,63,44,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA
"830",830,20,2012,"2012-04-26","boxscore","BOS","","NYY","L",1,3,NA,"9-Nov",3,"3","Severino","Porcello","Chapman","3:16","N",32072,"-",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,63,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"831",831,21,2012,"2012-04-27","boxscore","BOS","","NYY","L",0,3,NA,"10-Nov",3,"3.5","Tanaka","Sale","","2:21","N",34054,"--",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,57,40,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"832",832,22,2012,"2012-04-28","boxscore","BOS","","CHC","W",5,4,NA,"10-Dec",3,"2.5","Pomeranz","Arrieta","Kimbrel","3:28","N",37054,"+",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,60,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"833",833,23,2012,"2012-04-29","boxscore","BOS","","CHC","L",4,7,NA,"11-Dec",3,"3.5","Lackey","Wright","Davis","3:00","D",36776,"-",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,59,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"834",834,24,2012,"2012-04-30","boxscore","BOS","","CHC","W",6,2,NA,"13-11",3,"2.5","Barnes","Uehara","","3:28","N",36916,"+",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,54,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"835",835,25,2012,"2012-05-01","boxscore","BOS","","BAL","L",2,5,NA,"13-12",3,"3.5","Bundy","Porcello","Brach","3:10","N",33489,"-",NA,"USW00014739","BOSTON, MA US",0.6,0,NA,NA,50,45,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA
"836",836,26,2012,"2012-05-02","boxscore","BOS","","BAL","W",5,2,NA,"14-12",3,"2.5","Sale","Asher","Kimbrel","2:33","N",32932,"+",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,52,45,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"837",837,27,2012,"2012-05-03","boxscore","BOS","","BAL","W",4,2,NA,"15-12",3,"2.5","Pomeranz","Gausman","Kimbrel","3:24","N",33162,"++",NA,"USW00014739","BOSTON, MA US",0.04,0,NA,NA,50,46,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA
"838",838,28,2012,"2012-05-04","boxscore","BOS","","BAL","L",3,8,NA,"15-13",3,"3","Wilson","Kendrick","","3:21","N",36563,"-",NA,"USW00014739","BOSTON, MA US",0.01,0,NA,NA,56,49,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA
"839",839,29,2012,"2012-05-05","boxscore","BOS","@","MIN","L-wo",3,4,NA,"15-14",3,"4","Kintzler","Barnes","","3:24","N",28707,"--",NA,"USW00014739","BOSTON, MA US",0.09,0,NA,NA,58,46,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA
"840",840,30,2012,"2012-05-06","boxscore","BOS","@","MIN","W",11,1,NA,"16-14",3,"4","Porcello","Tepesch","","3:03","D",30859,"+",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,54,46,1,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"841",841,31,2012,"2012-05-07","boxscore","BOS","@","MIN","W",17,6,NA,"17-14",3,"4","Sale","Santana","","3:46","D",31763,"++",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,59,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"842",842,32,2012,"2012-05-09","boxscore","BOS","@","MIL","L",7,11,NA,"17-15",3,"5","Torres","Pomeranz","","3:38","N",22524,"-",NA,"USW00014739","BOSTON, MA US",0.26,0,NA,NA,63,56,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA
"843",843,33,2012,"2012-05-10","boxscore","BOS","@","MIL","L",4,7,NA,"17-16",3,"5","Scahill","Kendrick","","3:37","N",23095,"--",NA,"USW00014739","BOSTON, MA US",0.85,0,NA,NA,67,50,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA
"844",844,34,2012,"2012-05-11","boxscore","BOS","@","MIL","W",4,1,NA,"18-16",3,"4.5","Kimbrel","Feliz","","3:29","D",26499,"+",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,64,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"845",845,35,2012,"2012-05-12","boxscore","BOS","","TBR","L",4,5,NA,"18-17",3,"4.5","Cobb","Porcello","Colome","3:24","N",36496,"-",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,80,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"846",846,36,2012,"2012-05-13","boxscore","BOS","","TBR","W",6,3,NA,"19-17",3,"3.5","Sale","Snell","Kimbrel","2:54","D",35447,"+",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,80,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"847",847,37,2012,"2012-05-14","boxscore","BOS","","TBR","L",2,11,NA,"19-18",3,"4","Andriese","Pomeranz","","4:32","D",35080,"-",NA,"USW00014739","BOSTON, MA US",0.09,0,NA,NA,64,53,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA
"848",848,38,2012,"2012-05-16","boxscore","BOS","@","STL","W",6,3,NA,"20-18",3,"4","Rodriguez","Lynn","Kimbrel","3:21","N",41514,"+",NA,"USW00014739","BOSTON, MA US",0.06,0,NA,NA,73,60,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA
"849",849,39,2012,"2012-05-17","boxscore","BOS","@","STL","W",5,4,13,"21-18",3,"4","Abad","Tuivailala","Taylor","4:20","N",44365,"++",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,70,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"850",850,40,2012,"2012-05-18","boxscore","BOS","@","OAK","L",3,8,NA,"21-19",3,"4","Gray","Velazquez","","3:09","N",12016,"-",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,65,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"851",851,41,2012,"2012-05-19","boxscore","BOS","@","OAK","L-wo",2,3,10,"21-20",3,"4","Dull","Hembree","","3:12","N",24728,"--",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,66,51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"852",852,42,2012,"2012-05-20","boxscore","BOS","@","OAK","L",3,8,NA,"21-21",4,"4.5","Manaea","Taylor","","3:22","D",20235,"---",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,71,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"853",853,43,2012,"2012-05-21","boxscore","BOS","@","OAK","W",12,3,NA,"22-21",3,"4","Rodriguez","Triggs","","3:11","D",20691,"+",NA,"USW00014739","BOSTON, MA US",0.02,0,NA,NA,59,54,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA
"854",854,44,2012,"2012-05-23","boxscore","BOS","","TEX","W",11,6,NA,"23-21",3,"3.5","Porcello","Cashner","","3:23","N",34769,"++",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,71,59,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA
"855",855,45,2012,"2012-05-24","boxscore","BOS","","TEX","W",9,4,NA,"24-21",3,"3.5","Sale","Dyson","","2:59","N",36089,"+++",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,71,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"856",856,46,2012,"2012-05-25","boxscore","BOS","","TEX","W",6,2,NA,"25-21",3,"3","Pomeranz","Martinez","","3:23","N",33484,"++++",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,74,58,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"857",857,47,2012,"2012-05-26","boxscore","BOS","","SEA","W",3,0,NA,"26-21",2,"2","Rodriguez","Gallardo","Kimbrel","3:11","N",35080,"+++++",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,86,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"858",858,48,2012,"2012-05-27","boxscore","BOS","","SEA","W",6,0,NA,"27-21",2,"2","Johnson","Whalen","","2:23","D",36985,"++++++",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,72,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"859",859,49,2012,"2012-05-28","boxscore","BOS","","SEA","L",0,5,NA,"27-22",2,"3","Bergman","Porcello","","3:14","D",37174,"-",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,69,60,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"860",860,50,2012,"2012-05-29","boxscore","BOS","@","CHW","L",4,5,NA,"27-23",2,"3","Minaya","Barnes","Robertson","3:16","D",27148,"--",NA,"USW00014739","BOSTON, MA US",0.17,0,NA,NA,67,59,NA,1,1,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA
"861",861,51,2012,"2012-05-30","boxscore","BOS","@","CHW","W",13,7,NA,"28-23",2,"3","Sale","Quintana","Kimbrel","3:53","N",21852,"+",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,75,61,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"862",862,52,2012,"2012-05-31","boxscore","BOS","@","CHW","W",4,1,NA,"29-23",2,"2","Pomeranz","Swarzak","Kimbrel","2:59","N",19075,"++",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,83,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"863",863,53,2012,"2012-06-01","boxscore","BOS","@","BAL","L",5,7,NA,"29-24",2,"3","Miley","Rodriguez","","2:38","N",20150,"-",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,65,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"864",864,54,2012,"2012-06-02","boxscore","BOS","@","BAL","L",2,3,NA,"29-25",3,"3","Asher","Porcello","Brach","2:59","N",33193,"--",NA,"USW00014739","BOSTON, MA US",1.13,0,NA,NA,62,55,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA
"865",865,55,2012,"2012-06-03","boxscore","BOS","@","BAL","W",5,2,NA,"30-25",2,"3","Price","Bundy","Kimbrel","3:22","N",35470,"+",NA,"USW00014739","BOSTON, MA US",0.01,0,NA,NA,62,53,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA
"866",866,56,2012,"2012-06-04","boxscore","BOS","@","BAL","W",7,3,NA,"31-25",2,"2","Sale","Tillman","","3:06","D",31819,"++",NA,"USW00014739","BOSTON, MA US",0.13,0,NA,NA,53,50,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA
"867",867,57,2012,"2012-06-06","boxscore","BOS","@","NYY","W",5,4,NA,"32-25",2,"1","Pomeranz","Tanaka","Kimbrel","3:35","N",41516,"+++",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,61,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"868",868,58,2012,"2012-06-07","boxscore","BOS","@","NYY","L",0,8,NA,"32-26",2,"2","Sabathia","Porcello","","2:42","N",44380,"-",NA,"USW00014739","BOSTON, MA US",0.04,0,NA,NA,65,54,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA
"869",869,59,2012,"2012-06-08","boxscore","BOS","@","NYY","L",1,9,NA,"32-27",2,"3","Pineda","Price","","3:27","N",46194,"--",NA,"USW00014739","BOSTON, MA US",0.31,0,NA,NA,79,54,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"870",870,60,2012,"2012-06-09","boxscore","BOS","","DET","W",5,3,NA,"33-27",2,"3","Barnes","Wilson","Kimbrel","3:36","N",36853,"+",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,79,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"871",871,61,2012,"2012-06-10","boxscore","BOS","","DET","W",11,3,NA,"34-27",2,"3","Sale","Saupold","","3:39","N",37162,"++",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,76,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"872",872,62,2012,"2012-06-11","boxscore","BOS","","DET","L",3,8,NA,"34-28",2,"4","Norris","Pomeranz","","4:06","N",35457,"-",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,74,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"873",873,63,2012,"2012-06-12","boxscore","BOS","","PHI","W-wo",6,5,11,"35-28",2,"4","Barnes","Fien","","4:16","N",36757,"+",NA,"USW00014739","BOSTON, MA US",0.01,0,NA,NA,74,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"874",874,64,2012,"2012-06-13","boxscore","BOS","","PHI","W-wo",4,3,12,"36-28",2,"3","Abad","Garcia","","4:24","N",37141,"++",NA,"USW00014739","BOSTON, MA US",0.7,0,NA,NA,65,62,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA
"875",875,65,2012,"2012-06-14","boxscore","BOS","@","PHI","W",7,3,NA,"37-28",2,"2","Velazquez","Hellickson","","3:26","N",28263,"+++",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,68,61,1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
"876",876,66,2012,"2012-06-15","boxscore","BOS","@","PHI","L",0,1,NA,"37-29",2,"2","Neshek","Sale","Neris","2:25","N",30729,"-",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,69,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"877",877,67,2012,"2012-06-16","boxscore","BOS","@","HOU","W",2,1,NA,"38-29",2,"1","Kelly","Harris","Kimbrel","3:11","N",36189,"+",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,65,54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"878",878,68,2012,"2012-06-17","boxscore","BOS","@","HOU","L",1,7,NA,"38-30",2,"1","Paulino","Porcello","","2:34","N",41017,"-",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,63,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"879",879,69,2012,"2012-06-18","boxscore","BOS","@","HOU","W",6,5,NA,"39-30",1,"Tied","Price","Musgrove","Kimbrel","4:08","N",38389,"+",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,64,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"880",880,70,2012,"2012-06-19","boxscore","BOS","@","KCR","L",2,4,NA,"39-31",2,"0.5","Hammel","Boyer","Herrera","3:11","N",27992,"-",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,76,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"881",881,71,2012,"2012-06-20","boxscore","BOS","@","KCR","W",8,3,NA,"40-31",1,"up 0.5","Sale","Strahm","","2:54","N",25983,"+",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,97,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"882",882,72,2012,"2012-06-21","boxscore","BOS","@","KCR","L",4,6,NA,"40-32",2,"0.5","Soria","Scott","Herrera","3:07","D",30826,"-",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,96,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"883",883,73,2012,"2012-06-23","boxscore","BOS","","LAA","W",9,4,NA,"41-32",1,"Tied","Porcello","Meyer","","3:07","N",37034,"+",NA,"USW00014739","BOSTON, MA US",1.19,0,NA,NA,81,65,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"884",884,74,2012,"2012-06-24","boxscore","BOS","","LAA","L",3,6,NA,"41-33",1,"Tied","Ramirez","Price","Parker","3:34","N",36868,"-",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,84,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"885",885,75,2012,"2012-06-25","boxscore","BOS","","LAA","L",2,4,NA,"41-34",1,"Tied","Bridwell","Fister","Petit","2:50","D",36474,"--",NA,"USW00014739","BOSTON, MA US",0.93,0,NA,NA,73,61,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA
"886",886,76,2012,"2012-06-26","boxscore","BOS","","MIN","W",4,1,NA,"42-34",1,"Tied","Sale","Berrios","Kimbrel","2:55","N",37172,"+",NA,"USW00014739","BOSTON, MA US",0.06,0,NA,NA,73,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"887",887,77,2012,"2012-06-27","boxscore","BOS","","MIN","W",9,2,NA,"43-34",1,"up 1.0","Pomeranz","Santiago","","3:18","N",36804,"++",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,77,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"888",888,78,2012,"2012-06-28","boxscore","BOS","","MIN","L",1,4,NA,"43-35",1,"Tied","Mejia","Porcello","Kintzler","3:14","N",37487,"-",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,83,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"889",889,79,2012,"2012-06-29","boxscore","BOS","","MIN","W",6,3,NA,"44-35",1,"up 1.0","Price","Gibson","Kimbrel","3:24","N",37445,"+",NA,"USW00014739","BOSTON, MA US",0.05,0,NA,NA,89,66,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA
"890",890,80,2012,"2012-06-30","boxscore","BOS","@","TOR","W",7,4,11,"45-35",1,"up 1.0","Boyer","Loup","Kimbrel","4:44","N",41357,"++",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,90,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"891",891,81,2012,"2012-07-01","boxscore","BOS","@","TOR","W",7,1,NA,"46-35",1,"up 2.0","Sale","Liriano","","2:54","D",46672,"+++",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,91,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"892",892,82,2012,"2012-07-02","boxscore","BOS","@","TOR","W",15,1,NA,"47-35",1,"up 3.0","Pomeranz","Biagini","Abad","3:34","D",46696,"++++",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,84,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"893",893,83,2012,"2012-07-03","boxscore","BOS","@","TEX","W",7,5,11,"48-35",1,"up 3.0","Hembree","Frieri","","4:07","N",45448,"+++++",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,86,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"894",894,84,2012,"2012-07-04","boxscore","BOS","@","TEX","W",11,4,NA,"49-35",1,"up 4.0","Price","Darvish","","3:56","N",43267,"++++++",NA,"USW00014739","BOSTON, MA US",0.14,0,NA,NA,84,68,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA
"895",895,85,2012,"2012-07-05","boxscore","BOS","@","TEX","L",2,8,NA,"49-36",1,"up 4.0","Cashner","Fister","","2:52","N",32276,"-",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,83,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"896",896,86,2012,"2012-07-06","boxscore","BOS","@","TBR","L",1,4,NA,"49-37",1,"up 3.5","Faria","Sale","Colome","2:43","N",23375,"--",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,80,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"897",897,87,2012,"2012-07-07","boxscore","BOS","@","TBR","W",8,3,NA,"50-37",1,"up 4.5","Pomeranz","Odorizzi","","3:24","N",24842,"+",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,86,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"898",898,88,2012,"2012-07-08","boxscore","BOS","@","TBR","L",0,1,NA,"50-38",1,"up 3.5","Cobb","Porcello","Colome","2:41","D",23419,"-",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,89,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"899",899,89,2012,"2012-07-09","boxscore","BOS","@","TBR","L",3,5,NA,"50-39",1,"up 3.5","Boxberger","Kelly","Colome","3:07","D",20812,"--",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,84,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"900",900,90,2012,"2012-07-14","boxscore","BOS","","NYY","W-wo",5,4,NA,"51-39",1,"up 3.5","Scott","Chapman","","3:27","N",37570,"+",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,91,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"901",901,91,2012,"2012-07-15","boxscore","BOS","","NYY","L",1,4,16,"51-40",1,"up 2.5","Heller","Fister","","5:50","D",36936,"-",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,91,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"902",902,92,2012,"2012-07-16","boxscore","BOS","","NYY","L",0,3,NA,"51-41",1,"up 3.0","Sabathia","Porcello","Chapman","3:13","D",37343,"--",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,88,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"903",903,93,2012,"2012-07-16","boxscore","BOS","","NYY","W",3,0,NA,"52-41",1,"up 3.0","Price","Tanaka","Kimbrel","2:59","N",36719,"+",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,88,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
"904",904,94,2012,"2012-07-17","boxscore","BOS","","TOR","L",3,4,NA,"52-42",1,"up 2.0","Tepera","Hembree","Osuna","3:18","N",36144,"-",NA,"USW00014739","BOSTON, MA US",0,0,NA,NA,97,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"905",905,95,2012,"2012-07-18","boxscore","BOS","","TOR","W-wo",5,4,15,"53-42",1,"up 2.0","Velazquez","Bolsinger","","4:59","N",36488,"+",NA,"USW00014739","BOSTON, MA US",1.74,0,NA,NA,89,70,NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA
"906",906,96,2012,"2012-07-19","boxscore","BOS","","TOR","W",5,1,NA,"54-42",1,"up 3.0","Pomeranz","Sanchez","","2:47","N",37360,"++",NA,"USW00014739","BOSTON, MA US",0.06,0,NA,NA,74,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
