"","X.2","Gm.","Year","DATE","X","Tm","X.1","Opp","W.L","R","RA","Inn","W.L.1","Rank","GB","Win","Loss","Save","Time","D.N","Attendance","Streak","Orig..Scheduled","STATION","NAME","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT22"
"81",81,81,2017,"2017-07-01","boxscore","BOS","@","TOR","W",7,1,NA,"46-35",1,"up 2.0","Sale","Liriano","","2:54","D",46672,"+++",NA,"USW00014739","BOSTON, MA US",0.11,0,NA,76,88,69,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",82,82,2017,"2017-07-02","boxscore","BOS","@","TOR","W",15,1,NA,"47-35",1,"up 3.0","Pomeranz","Biagini","Abad","3:34","D",46696,"++++",NA,"USW00014739","BOSTON, MA US",0,0,NA,79,90,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",83,83,2017,"2017-07-03","boxscore","BOS","@","TEX","W",7,5,11,"48-35",1,"up 3.0","Hembree","Frieri","","4:07","N",45448,"+++++",NA,"USW00014739","BOSTON, MA US",0,0,NA,80,87,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",84,84,2017,"2017-07-04","boxscore","BOS","@","TEX","W",11,4,NA,"49-35",1,"up 4.0","Price","Darvish","","3:56","N",43267,"++++++",NA,"USW00014739","BOSTON, MA US",0,0,NA,76,82,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",85,85,2017,"2017-07-05","boxscore","BOS","@","TEX","L",2,8,NA,"49-36",1,"up 4.0","Cashner","Fister","","2:52","N",32276,"-",NA,"USW00014739","BOSTON, MA US",0,0,NA,71,79,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",86,86,2017,"2017-07-06","boxscore","BOS","@","TBR","L",1,4,NA,"49-37",1,"up 3.5","Faria","Sale","Colome","2:43","N",23375,"--",NA,"USW00014739","BOSTON, MA US",0,0,NA,71,83,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",87,87,2017,"2017-07-07","boxscore","BOS","@","TBR","W",8,3,NA,"50-37",1,"up 4.5","Pomeranz","Odorizzi","","3:24","N",24842,"+",NA,"USW00014739","BOSTON, MA US",0.3,0,NA,67,70,62,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",88,88,2017,"2017-07-08","boxscore","BOS","@","TBR","L",0,1,NA,"50-38",1,"up 3.5","Cobb","Porcello","Colome","2:41","D",23419,"-",NA,"USW00014739","BOSTON, MA US",0.4,0,NA,71,87,63,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",89,89,2017,"2017-07-09","boxscore","BOS","@","TBR","L",3,5,NA,"50-39",1,"up 3.5","Boxberger","Kelly","Colome","3:07","D",20812,"--",NA,"USW00014739","BOSTON, MA US",0,0,NA,74,83,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",90,90,2017,"2017-07-14","boxscore","BOS","","NYY","W-wo",5,4,NA,"51-39",1,"up 3.5","Scott","Chapman","","3:27","N",37570,"+",NA,"USW00014739","BOSTON, MA US",0,0,NA,62,67,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",91,91,2017,"2017-07-15","boxscore","BOS","","NYY","L",1,4,16,"51-40",1,"up 2.5","Heller","Fister","","5:50","D",36936,"-",NA,"USW00014739","BOSTON, MA US",0,0,NA,66,73,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",92,92,2017,"2017-07-16","boxscore","BOS","","NYY","L",0,3,NA,"51-41",1,"up 3.0","Sabathia","Porcello","Chapman","3:13","D",37343,"--",NA,"USW00014739","BOSTON, MA US",0,0,NA,74,81,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",93,93,2017,"2017-07-16","boxscore","BOS","","NYY","W",3,0,NA,"52-41",1,"up 3.0","Price","Tanaka","Kimbrel","2:59","N",36719,"+",NA,"USW00014739","BOSTON, MA US",0,0,NA,74,81,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",94,94,2017,"2017-07-17","boxscore","BOS","","TOR","L",3,4,NA,"52-42",1,"up 2.0","Tepera","Hembree","Osuna","3:18","N",36144,"-",NA,"USW00014739","BOSTON, MA US",0,0,NA,76,83,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",95,95,2017,"2017-07-18","boxscore","BOS","","TOR","W-wo",5,4,15,"53-42",1,"up 2.0","Velazquez","Bolsinger","","4:59","N",36488,"+",NA,"USW00014739","BOSTON, MA US",0.12,0,NA,74,82,68,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",96,96,2017,"2017-07-19","boxscore","BOS","","TOR","W",5,1,NA,"54-42",1,"up 3.0","Pomeranz","Sanchez","","2:47","N",37360,"++",NA,"USW00014739","BOSTON, MA US",0,0,NA,79,93,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",97,97,2017,"2017-07-20","boxscore","BOS","","TOR","L",6,8,NA,"54-43",1,"up 2.5","Leone","Fister","Osuna","3:25","D",37094,"-",NA,"USW00014739","BOSTON, MA US",0,0,NA,84,92,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",98,98,2017,"2017-07-21","boxscore","BOS","@","LAA","W",6,2,NA,"55-43",1,"up 3.5","Sale","Nolasco","","3:05","N",37714,"+",NA,"USW00014739","BOSTON, MA US",0,0,NA,81,91,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",99,99,2017,"2017-07-22","boxscore","BOS","@","LAA","L",3,7,NA,"55-44",1,"up 3.5","Ramirez","Price","","3:07","N",43829,"-",NA,"USW00014739","BOSTON, MA US",0,0,NA,78,83,73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",100,100,2017,"2017-07-23","boxscore","BOS","@","LAA","L",2,3,NA,"55-45",1,"up 2.5","Bridwell","Porcello","Norris","2:13","D",40471,"--",NA,"USW00014739","BOSTON, MA US",0,0,NA,71,77,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",101,101,2017,"2017-07-24","boxscore","BOS","@","SEA","L",0,4,NA,"55-46",1,"up 2.0","Paxton","Rodriguez","","2:40","N",29262,"---",NA,"USW00014739","BOSTON, MA US",1.41,0,NA,62,65,57,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",102,102,2017,"2017-07-25","boxscore","BOS","@","SEA","L-wo",5,6,13,"55-47",1,"up 1.0","Zych","Fister","","4:59","N",28992,"----",NA,"USW00014739","BOSTON, MA US",0.01,0,NA,60,65,56,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",103,103,2017,"2017-07-26","boxscore","BOS","@","SEA","W",4,0,NA,"56-47",1,"up 1.0","Sale","Moore","Kimbrel","2:53","D",39797,"+",NA,"USW00014739","BOSTON, MA US",0,0,NA,67,77,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",104,104,2017,"2017-07-28","boxscore","BOS","","KCR","L",2,4,NA,"56-48",2,"0.5","Vargas","Porcello","Herrera","2:44","N",37321,"-",NA,"USW00014739","BOSTON, MA US",0,0,NA,72,82,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",105,105,2017,"2017-07-29","boxscore","BOS","","KCR","W-wo",9,8,10,"57-48",2,"0.5","Barnes","Minor","","4:45","N",36912,"+",NA,"USW00014739","BOSTON, MA US",0,0,NA,68,71,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",106,106,2017,"2017-07-30","boxscore","BOS","","KCR","L",3,5,NA,"57-49",2,"0.5","Hammel","Barnes","Herrera","3:13","D",36480,"-",NA,"USW00014739","BOSTON, MA US",0,0,NA,66,73,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",107,107,2017,"2017-07-31","boxscore","BOS","","CLE","W",6,2,NA,"58-49",2,"0.5","Fister","Clevinger","","2:47","N",37169,"+",NA,"USW00014739","BOSTON, MA US",0,0,NA,70,80,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",108,108,2017,"2017-08-01","boxscore","BOS","","CLE","W-wo",12,10,NA,"59-49",1,"up 0.5","Kimbrel","Allen","","3:36","N",37126,"++",NA,"USW00014739","BOSTON, MA US",0,0,NA,74,80,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",109,109,2017,"2017-08-03","boxscore","BOS","","CHW","W",9,5,NA,"60-49",1,"up 2.0","Porcello","Gonzalez","","3:26","N",37442,"+++",NA,"USW00014739","BOSTON, MA US",0,0,NA,74,84,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",110,110,2017,"2017-08-04","boxscore","BOS","","CHW","W-wo",3,2,11,"61-49",1,"up 3.0","Hembree","Bummer","","3:43","N",36612,"++++",NA,"USW00014739","BOSTON, MA US",0,0,NA,75,85,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",111,111,2017,"2017-08-05","boxscore","BOS","","CHW","W",4,1,NA,"62-49",1,"up 3.0","Pomeranz","Shields","Kimbrel","2:41","N",36599,"+++++",NA,"USW00014739","BOSTON, MA US",0.16,0,NA,72,77,67,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",112,112,2017,"2017-08-06","boxscore","BOS","","CHW","W",6,3,NA,"63-49",1,"up 3.0","Fister","Pelfrey","Kimbrel","2:36","D",37283,"++++++",NA,"USW00014739","BOSTON, MA US",0,0,NA,71,79,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",113,113,2017,"2017-08-08","boxscore","BOS","@","TBR","W",2,0,NA,"64-49",1,"up 4.0","Sale","Pruitt","Kimbrel","2:52","N",22328,"+++++++",NA,"USW00014739","BOSTON, MA US",0,0,NA,67,75,62,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",114,114,2017,"2017-08-09","boxscore","BOS","@","TBR","W",8,2,NA,"65-49",1,"up 4.0","Porcello","Odorizzi","","2:59","N",11853,"++++++++",NA,"USW00014739","BOSTON, MA US",0,0,NA,73,85,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",115,115,2017,"2017-08-11","boxscore","BOS","@","NYY","L",4,5,NA,"65-50",1,"up 3.5","Warren","Reed","Chapman","3:40","N",46509,"-",NA,"USW00014739","BOSTON, MA US",0,0,NA,71,77,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",116,116,2017,"2017-08-12","boxscore","BOS","@","NYY","W",10,5,NA,"66-50",1,"up 4.5","Pomeranz","Severino","","3:13","D",47241,"+",NA,"USW00014739","BOSTON, MA US",0.1,0,NA,68,76,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",117,117,2017,"2017-08-13","boxscore","BOS","@","NYY","W",3,2,10,"67-50",1,"up 5.5","Kimbrel","Chapman","","3:40","N",46610,"++",NA,"USW00014739","BOSTON, MA US",0,0,NA,76,86,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",118,118,2017,"2017-08-14","boxscore","BOS","","CLE","L",3,7,NA,"67-51",1,"up 4.5","Bauer","Fister","","3:14","N",37430,"-",NA,"USW00014739","BOSTON, MA US",0,0,NA,72,78,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",119,119,2017,"2017-08-15","boxscore","BOS","","STL","W",10,4,NA,"68-51",1,"up 4.5","Porcello","Leake","","2:52","N",37345,"+",NA,"USW00014739","BOSTON, MA US",0,0,NA,73,80,66,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",120,120,2017,"2017-08-16","boxscore","BOS","","STL","W-wo",5,4,NA,"69-51",1,"up 4.5","Kimbrel","Duke","","3:35","N",37181,"++",NA,"USW00014739","BOSTON, MA US",0,0,NA,75,85,66,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",121,121,2017,"2017-08-18","boxscore","BOS","","NYY","W",9,6,NA,"70-51",1,"up 5.0","Reed","Kahnle","Kimbrel","4:09","N",36784,"+++",NA,"USW00014739","BOSTON, MA US",0.24,0,NA,72,81,65,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",122,122,2017,"2017-08-19","boxscore","BOS","","NYY","L",3,4,NA,"70-52",1,"up 4.0","Sabathia","Sale","Betances","3:09","N",37274,"-",NA,"USW00014739","BOSTON, MA US",0.01,0,NA,70,74,65,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",123,123,2017,"2017-08-20","boxscore","BOS","","NYY","W",5,1,NA,"71-52",1,"up 5.0","Porcello","Gray","","3:36","D",36911,"+",NA,"USW00014739","BOSTON, MA US",0,0,NA,75,85,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",124,124,2017,"2017-08-21","boxscore","BOS","@","CLE","L-wo",4,5,NA,"71-53",1,"up 4.5","Allen","Workman","","3:39","N",21428,"-",NA,"USW00014739","BOSTON, MA US",0,0,NA,77,87,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",125,125,2017,"2017-08-22","boxscore","BOS","@","CLE","W",9,1,NA,"72-53",1,"up 4.5","Fister","Carrasco","","2:41","N",19563,"+",NA,"USW00014739","BOSTON, MA US",0,0,NA,79,91,70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",126,126,2017,"2017-08-23","boxscore","BOS","@","CLE","W",6,1,NA,"73-53",1,"up 4.5","Pomeranz","Kluber","","3:11","N",25346,"++",NA,"USW00014739","BOSTON, MA US",0.04,0,NA,78,84,69,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127",127,127,2017,"2017-08-24","boxscore","BOS","@","CLE","L",6,13,NA,"73-54",1,"up 4.5","Bauer","Sale","","3:28","N",21643,"-",NA,"USW00014739","BOSTON, MA US",0,0,NA,72,81,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128",128,128,2017,"2017-08-25","boxscore","BOS","","BAL","L",3,16,NA,"73-55",1,"up 4.5","Hellickson","Porcello","","3:37","N",37191,"--",NA,"USW00014739","BOSTON, MA US",0,0,NA,68,76,63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129",129,129,2017,"2017-08-26","boxscore","BOS","","BAL","L",0,7,NA,"73-56",1,"up 3.5","Gausman","Rodriguez","","2:58","D",36655,"---",NA,"USW00014739","BOSTON, MA US",0,0,NA,67,74,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130",130,130,2017,"2017-08-27","boxscore","BOS","","BAL","L",1,2,NA,"73-57",1,"up 2.5","Miley","Fister","Brach","3:22","D",36625,"----",NA,"USW00014739","BOSTON, MA US",0,0,NA,65,71,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131",131,131,2017,"2017-08-28","boxscore","BOS","@","TOR","W",6,5,NA,"74-57",1,"up 3.5","Pomeranz","Barnes","Kimbrel","3:23","N",35630,"+",NA,"USW00014739","BOSTON, MA US",0,0,NA,65,72,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"132",132,132,2017,"2017-08-29","boxscore","BOS","@","TOR","W",3,0,NA,"75-57",1,"up 4.0","Sale","Anderson","Kimbrel","2:44","N",34674,"++",NA,"USW00014739","BOSTON, MA US",0,0,NA,63,68,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133",133,133,2017,"2017-08-30","boxscore","BOS","@","TOR","W",7,1,NA,"76-57",1,"up 5.5","Porcello","Koehler","","2:58","N",37693,"+++",NA,"USW00014739","BOSTON, MA US",0.07,0,NA,65,72,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134",134,134,2017,"2017-08-31","boxscore","BOS","@","NYY","L",2,6,NA,"76-58",1,"up 4.5","Sabathia","Rodriguez","","3:44","N",43309,"-",NA,"USW00014739","BOSTON, MA US",0,0,NA,68,79,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135",135,135,2017,"2017-09-01","boxscore","BOS","@","NYY","W",4,1,NA,"77-58",1,"up 5.5","Fister","Gray","Kimbrel","2:44","N",42332,"+",NA,"USW00014739","BOSTON, MA US",0,0,NA,62,69,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"136",136,136,2017,"2017-09-02","boxscore","BOS","@","NYY","L",1,5,NA,"77-59",1,"up 4.5","Tanaka","Pomeranz","","2:58","D",46536,"-",NA,"USW00014739","BOSTON, MA US",0,0,NA,60,68,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"137",137,137,2017,"2017-09-03","boxscore","BOS","@","NYY","L",2,9,NA,"77-60",1,"up 3.5","Severino","Sale","","3:46","N",46717,"--",NA,"USW00014739","BOSTON, MA US",0.28,0,NA,60,64,57,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138",138,138,2017,"2017-09-04","boxscore","BOS","","TOR","L",4,10,NA,"77-61",1,"up 2.5","Happ","Porcello","","3:25","N",34311,"---",NA,"USW00014739","BOSTON, MA US",0,0,NA,66,81,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139",139,139,2017,"2017-09-05","boxscore","BOS","","TOR","W-wo",3,2,19,"78-61",1,"up 3.5","Velazquez","Rowley","","6:00","N",33009,"+",NA,"USW00014739","BOSTON, MA US",0,0,NA,74,88,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"140",140,140,2017,"2017-09-06","boxscore","BOS","","TOR","W",6,1,NA,"79-61",1,"up 4.0","Fister","Biagini","","2:57","N",33190,"++",NA,"USW00014739","BOSTON, MA US",0.22,0,NA,70,79,62,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141",141,141,2017,"2017-09-08","boxscore","BOS","","TBR","W",9,3,NA,"80-61",1,"up 4.5","Pomeranz","Archer","","3:14","N",34781,"+++",NA,"USW00014739","BOSTON, MA US",0,0,NA,65,74,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142",142,142,2017,"2017-09-09","boxscore","BOS","","TBR","W",9,0,NA,"81-61",1,"up 4.5","Sale","Andriese","","3:05","N",36734,"++++",NA,"USW00014739","BOSTON, MA US",0.01,0,NA,62,68,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143",143,143,2017,"2017-09-10","boxscore","BOS","","TBR","L",1,4,NA,"81-62",1,"up 3.5","Cobb","Porcello","Colome","3:22","D",35859,"-",NA,"USW00014739","BOSTON, MA US",0,0,NA,62,69,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144",144,144,2017,"2017-09-12","boxscore","BOS","","OAK","W",11,1,NA,"82-62",1,"up 4.0","Rodriguez","Manaea","","3:06","N",34355,"+",NA,"USW00014739","BOSTON, MA US",0,0,NA,72,86,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145",145,145,2017,"2017-09-13","boxscore","BOS","","OAK","L",3,7,NA,"82-63",1,"up 3.0","Cotton","Fister","","3:07","N",36366,"-",NA,"USW00014739","BOSTON, MA US",0.03,0,NA,71,78,64,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146",146,146,2017,"2017-09-14","boxscore","BOS","","OAK","W",6,2,NA,"83-63",1,"up 3.0","Pomeranz","Gossett","","3:19","D",35470,"+",NA,"USW00014739","BOSTON, MA US",0.33,0,NA,74,84,67,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147",147,147,2017,"2017-09-15","boxscore","BOS","@","TBR","W",13,6,15,"84-63",1,"up 3.0","Workman","Pruitt","","6:05","N",16006,"++",NA,"USW00014739","BOSTON, MA US",0.21,0,NA,71,77,66,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148",148,148,2017,"2017-09-16","boxscore","BOS","@","TBR","W",3,1,NA,"85-63",1,"up 3.0","Porcello","Cobb","Kimbrel","2:44","N",14942,"+++",NA,"USW00014739","BOSTON, MA US",0,0,NA,67,73,62,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149",149,149,2017,"2017-09-17","boxscore","BOS","@","TBR","L",2,3,NA,"85-64",1,"up 3.0","Odorizzi","Rodriguez","Colome","2:37","D",14936,"-",NA,"USW00014739","BOSTON, MA US",0,0,NA,65,73,61,1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150",150,150,2017,"2017-09-18","boxscore","BOS","@","BAL","W",10,8,11,"86-64",1,"up 3.0","Barnes","Castro","Smith","4:24","N",16716,"+",NA,"USW00014739","BOSTON, MA US",0,0,NA,65,68,63,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151",151,151,2017,"2017-09-19","boxscore","BOS","@","BAL","W",1,0,11,"87-64",1,"up 3.0","Kelly","Brach","Barnes","3:27","N",21449,"++",NA,"USW00014739","BOSTON, MA US",0.04,0,NA,64,66,63,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152",152,152,2017,"2017-09-20","boxscore","BOS","@","BAL","W",9,0,NA,"88-64",1,"up 3.0","Sale","Miley","","3:11","N",16906,"+++",NA,"USW00014739","BOSTON, MA US",0.27,0,NA,66,72,63,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153",153,153,2017,"2017-09-22","boxscore","BOS","@","CIN","W",5,4,NA,"89-64",1,"up 4.0","Price","Romano","Kimbrel","2:45","N",23463,"++++",NA,"USW00014739","BOSTON, MA US",0.16,0,NA,61,63,57,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154",154,154,2017,"2017-09-23","boxscore","BOS","@","CIN","W",5,0,NA,"90-64",1,"up 4.0","Rodriguez","Stephenson","","2:51","D",36076,"+++++",NA,"USW00014739","BOSTON, MA US",0.03,0,NA,64,76,60,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155",155,155,2017,"2017-09-24","boxscore","BOS","@","CIN","W",5,4,NA,"91-64",1,"up 5.0","Scott","Iglesias","Kimbrel","3:11","D",25545,"++++++",NA,"USW00014739","BOSTON, MA US",0,0,NA,68,79,61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"156",156,156,2017,"2017-09-25","boxscore","BOS","","TOR","L",4,6,NA,"91-65",1,"up 4.0","Anderson","Pomeranz","Osuna","2:57","N",33940,"-",NA,"USW00014739","BOSTON, MA US",0,0,NA,71,78,64,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157",157,157,2017,"2017-09-26","boxscore","BOS","","TOR","L",4,9,NA,"91-66",1,"up 3.0","Happ","Sale","","3:04","N",33999,"--",NA,"USW00014739","BOSTON, MA US",0,0,NA,69,80,63,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158",158,158,2017,"2017-09-27","boxscore","BOS","","TOR","W",10,7,NA,"92-66",1,"up 3.0","Porcello","Estrada","","2:57","N",34445,"+",NA,"USW00014739","BOSTON, MA US",0,0,NA,74,86,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"159",159,159,2017,"2017-09-28","boxscore","BOS","","HOU","L",2,12,NA,"92-67",1,"up 3.0","Peacock","Rodriguez","","3:31","N",34222,"-",NA,"USW00014739","BOSTON, MA US",0,0,NA,75,78,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160",160,160,2017,"2017-09-29","boxscore","BOS","","HOU","L",2,3,NA,"92-68",1,"up 2.0","Morton","Fister","Giles","2:47","N",36623,"--",NA,"USW00014739","BOSTON, MA US",0,0,NA,59,68,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"161",161,161,2017,"2017-09-30","boxscore","BOS","","HOU","W",6,3,NA,"93-68",1,"up 2.0","Pomeranz","McCullers","","3:19","D",35722,"+",NA,"USW00014739","BOSTON, MA US",1.55,0,NA,56,59,50,1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162",162,162,2017,"2017-10-01","boxscore","BOS","","HOU","L",3,4,NA,"93-69",1,"up 2.0","McHugh","Abad","Clippard","3:09","D",34517,"-",NA,"USW00014739","BOSTON, MA US",0,0,NA,55,66,47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"163",163,1,2016,"2016-04-05","boxscore","BOS","@","CLE","W",6,2,NA,"Jan-00",1,"Tied","Price","Kluber","","3:13","D",34493,"+","2016-04-04 (Cold)","USW00014739","BOSTON, MA US",0,0,NA,29,37,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164",164,2,2016,"2016-04-06","boxscore","BOS","@","CLE","L",6,7,NA,"1-Jan",2,"1","McAllister","Tazawa","Allen","3:29","N",10298,"-","","USW00014739","BOSTON, MA US",0,0,NA,33,42,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165",165,3,2016,"2016-04-08","boxscore","BOS","@","TOR","W",8,7,NA,"1-Feb",2,"1.5","Barnes","Storen","Kimbrel","3:24","N",48871,"+","","USW00014739","BOSTON, MA US",0,0,NA,49,53,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
