"","Gm.","Year","DATE","X","Tm","Opp","W.L","Win","Loss","Save","Time","D.N","Attendance","TAVG","TMAX","TMIN"
"235",73,2016,"2016-06-24","boxscore","BOS","TEX","W","Hembree","Bush","Uehara","3:48","N",46811,67,72,61
"236",74,2016,"2016-06-25","boxscore","BOS","TEX","L","Ramos","Wright","","3:30","N",47559,66,73,59
"237",75,2016,"2016-06-26","boxscore","BOS","TEX","L","Perez","Buchholz","","3:04","D",36312,70,84,59
"238",76,2016,"2016-06-27","boxscore","BOS","TBR","L","Snell","Rodriguez","","3:29","N",18024,74,86,64
"239",77,2016,"2016-06-28","boxscore","BOS","TBR","W","Porcello","Archer","","3:11","N",16986,73,79,68
"240",78,2016,"2016-06-29","boxscore","BOS","TBR","L","Moore","Price","","2:49","D",24110,74,87,67
"241",79,2016,"2016-07-01","boxscore","BOS","LAA","W","Wright","Chacin","Kimbrel","3:36","N",37117,76,86,68
"242",80,2016,"2016-07-02","boxscore","BOS","LAA","L","Santiago","Buchholz","","3:38","N",36552,73,80,65
"243",81,2016,"2016-07-03","boxscore","BOS","LAA","W","O'Sullivan","Shoemaker","","3:52","D",36801,73,84,64
"244",82,2016,"2016-07-04","boxscore","BOS","TEX","W","Porcello","Martinez","","3:40","D",36253,77,88,66
"245",83,2016,"2016-07-05","boxscore","BOS","TEX","L","Ramos","Price","","3:21","N",35964,70,76,64
"246",84,2016,"2016-07-06","boxscore","BOS","TEX","W","Wright","Perez","","3:19","N",37175,78,94,71
"247",85,2016,"2016-07-08","boxscore","BOS","TBR","W","Ross","Archer","Uehara","3:20","N",37739,63,67,61
"248",86,2016,"2016-07-09","boxscore","BOS","TBR","W","Porcello","Moore","Uehara","2:43","D",36900,62,65,59
"249",87,2016,"2016-07-10","boxscore","BOS","TBR","W","Price","Odorizzi","","2:31","D",36669,62,64,59
"250",88,2016,"2016-07-15","boxscore","BOS","NYY","W","Wright","Pineda","Uehara","3:05","N",47439,81,96,72
"251",89,2016,"2016-07-16","boxscore","BOS","NYY","W","Rodriguez","Sabathia","Uehara","2:56","D",48329,84,94,75
"252",90,2016,"2016-07-17","boxscore","BOS","NYY","L","Tanaka","Price","Chapman","2:57","N",42884,76,79,68
"253",91,2016,"2016-07-19","boxscore","BOS","SFG","W","Porcello","Peavy","","2:42","N",38082,78,84,68
"254",92,2016,"2016-07-20","boxscore","BOS","SFG","W","Barnes","Cain","","3:46","N",38201,74,84,65
"255",93,2016,"2016-07-21","boxscore","BOS","MIN","W","Wright","Duffey","","2:45","N",37566,79,91,67
"256",94,2016,"2016-07-22","boxscore","BOS","MIN","L","Gibson","Rodriguez","Kintzler","3:00","N",37001,84,98,73
"257",95,2016,"2016-07-23","boxscore","BOS","MIN","L","Pressly","Layne","Kintzler","4:11","N",37600,83,94,72
"258",96,2016,"2016-07-24","boxscore","BOS","MIN","W","Porcello","Milone","Ziegler","3:15","D",36806,77,91,68
"259",97,2016,"2016-07-25","boxscore","BOS","DET","L","Verlander","Pomeranz","Rodriguez","3:27","N",37479,76,92,67
"260",98,2016,"2016-07-26","boxscore","BOS","DET","L","Wilson","Ross","Rodriguez","3:33","N",38378,84,94,76
"261",99,2016,"2016-07-27","boxscore","BOS","DET","L","Rondon","Ziegler","Wilson","2:55","D",37842,81,87,73
"262",100,2016,"2016-07-28","boxscore","BOS","LAA","L-wo","Bedrosian","Ziegler","","3:05","N",41257,82,92,73
"263",101,2016,"2016-07-29","boxscore","BOS","LAA","W","Porcello","Lincecum","","2:30","N",39113,77,79,72
"264",102,2016,"2016-07-30","boxscore","BOS","LAA","L","Santiago","Pomeranz","Street","3:06","N",43150,75,80,71
"265",103,2016,"2016-07-31","boxscore","BOS","LAA","W","Buchholz","Street","Ziegler","3:32","D",39553,71,74,68
"266",104,2016,"2016-08-01","boxscore","BOS","SEA","W","Tazawa","Cishek","Kimbrel","2:42","N",29601,71,75,69
"267",105,2016,"2016-08-02","boxscore","BOS","SEA","L","Roach","Abad","Diaz","2:30","N",25240,70,74,65
"268",106,2016,"2016-08-03","boxscore","BOS","SEA","L","Iwakuma","Porcello","Diaz","2:16","N",24494,70,79,62
"269",107,2016,"2016-08-04","boxscore","BOS","SEA","W","Kimbrel","Martin","Ziegler","3:47","N",33369,74,82,64
"270",108,2016,"2016-08-05","boxscore","BOS","LAD","W","Wright","Kazmir","","2:49","N",52728,75,89,64
"271",109,2016,"2016-08-06","boxscore","BOS","LAD","L","Stripling","Rodriguez","Jansen","2:54","D",47696,77,89,70
"272",110,2016,"2016-08-07","boxscore","BOS","LAD","L","Fields","Price","Jansen","3:23","D",50640,80,89,72
"273",111,2016,"2016-08-09","boxscore","BOS","NYY","W","Porcello","Severino","Barnes","3:13","N",38089,75,84,70
"274",112,2016,"2016-08-10","boxscore","BOS","NYY","L","Clippard","Abad","","4:15","N",37779,74,80,68
"275",113,2016,"2016-08-11","boxscore","BOS","NYY","L","Cessa","Ziegler","Betances","3:02","N",38161,83,96,75
"276",114,2016,"2016-08-12","boxscore","BOS","ARI","W","Price","Corbin","","2:53","N",37555,86,98,78
"277",115,2016,"2016-08-13","boxscore","BOS","ARI","W","Ross","Bradley","Kimbrel","3:12","N",37653,74,82,68
"278",116,2016,"2016-08-14","boxscore","BOS","ARI","W","Porcello","Greinke","","2:49","D",36842,80,96,69
"279",117,2016,"2016-08-15","boxscore","BOS","CLE","W","Pomeranz","Tomlin","Kimbrel","2:57","D",19174,83,90,73
"280",118,2016,"2016-08-16","boxscore","BOS","BAL","W","Ziegler","Brach","Kimbrel","3:05","N",26014,74,81,69
"281",119,2016,"2016-08-17","boxscore","BOS","BAL","W","Price","Bundy","","2:12","N",26160,81,85,72
"282",120,2016,"2016-08-18","boxscore","BOS","DET","L","Wilson","Tazawa","Rodriguez","3:23","D",34649,77,90,69
"283",121,2016,"2016-08-19","boxscore","BOS","DET","W","Porcello","Fulmer","","2:46","N",36108,78,81,67
"284",122,2016,"2016-08-20","boxscore","BOS","DET","W","Pomeranz","Norris","Kimbrel","2:36","N",37886,74,86,66
"285",123,2016,"2016-08-21","boxscore","BOS","DET","L","Verlander","Owens","","3:09","D",31032,71,78,65
"286",124,2016,"2016-08-22","boxscore","BOS","TBR","W","Price","Snell","","3:13","N",13576,73,80,65
"287",125,2016,"2016-08-23","boxscore","BOS","TBR","W","Buchholz","Archer","Kimbrel","3:09","N",11249,71,82,61
"288",126,2016,"2016-08-24","boxscore","BOS","TBR","L-wo","Boxberger","Hembree","","3:41","N",11896,74,88,65
"289",127,2016,"2016-08-25","boxscore","BOS","TBR","L","Odorizzi","Pomeranz","Romero","2:32","D",12059,78,88,68
"290",128,2016,"2016-08-26","boxscore","BOS","KCR","L","Kennedy","Wright","Herrera","3:14","N",38134,80,91,73
"291",129,2016,"2016-08-27","boxscore","BOS","KCR","W","Price","Duffy","","3:03","N",37933,78,83,69
"292",130,2016,"2016-08-28","boxscore","BOS","KCR","L","Strahm","Rodriguez","","3:25","N",37337,72,78,66
"293",131,2016,"2016-08-29","boxscore","BOS","TBR","W","Porcello","Andriese","","3:11","N",36948,77,90,69
"294",132,2016,"2016-08-30","boxscore","BOS","TBR","L","Romero","Buchholz","Colome","3:11","N",37083,71,77,64
"295",133,2016,"2016-08-31","boxscore","BOS","TBR","W","Tazawa","Ramirez","Kimbrel","3:10","D",36786,74,82,68
"296",134,2016,"2016-09-02","boxscore","BOS","OAK","W","Price","Neal","","3:27","N",21376,69,75,64
"297",135,2016,"2016-09-03","boxscore","BOS","OAK","W","Porcello","Mengden","","3:00","N",30045,65,70,60
"298",136,2016,"2016-09-04","boxscore","BOS","OAK","L-wo","Madson","Kimbrel","","2:39","D",25139,65,72,60
"299",137,2016,"2016-09-05","boxscore","BOS","SDP","L","Jackson","Pomeranz","Maurer","3:01","D",40446,65,74,60
"300",138,2016,"2016-09-06","boxscore","BOS","SDP","W","Buchholz","Clemens","","3:04","N",30644,65,72,63
"301",139,2016,"2016-09-07","boxscore","BOS","SDP","W","Price","Cosart","","3:01","N",31662,69,76,65
"302",140,2016,"2016-09-09","boxscore","BOS","TOR","W","Porcello","Estrada","","3:23","N",46953,79,93,73
"303",141,2016,"2016-09-10","boxscore","BOS","TOR","L","Happ","Rodriguez","Osuna","3:03","D",47829,75,78,70
"304",142,2016,"2016-09-11","boxscore","BOS","TOR","W","Ross","Schultz","Kimbrel","3:46","D",47816,76,83,63
"305",143,2016,"2016-09-12","boxscore","BOS","BAL","W","Price","Miley","","2:40","N",37551,66,72,59
"306",144,2016,"2016-09-13","boxscore","BOS","BAL","L","Bundy","Pomeranz","Britton","3:29","N",38041,70,83,60
"307",145,2016,"2016-09-14","boxscore","BOS","BAL","L","Gausman","Porcello","Britton","2:35","N",37973,74,90,62
"308",146,2016,"2016-09-15","boxscore","BOS","NYY","W-wo","Kelly","Betances","","3:52","N",37767,63,66,57
"309",147,2016,"2016-09-16","boxscore","BOS","NYY","W","Buchholz","Cessa","Kimbrel","3:13","N",37927,62,70,54
"310",148,2016,"2016-09-17","boxscore","BOS","NYY","W","Barnes","Warren","Kimbrel","3:36","D",37267,65,78,55
"311",149,2016,"2016-09-18","boxscore","BOS","NYY","W","Scott","Clippard","Uehara","3:31","N",37306,73,82,66
"312",150,2016,"2016-09-19","boxscore","BOS","BAL","W","Porcello","Bundy","","2:33","N",18456,72,74,67
"313",151,2016,"2016-09-20","boxscore","BOS","BAL","W","Rodriguez","Gausman","Kimbrel","3:14","N",20387,70,75,67
"314",152,2016,"2016-09-21","boxscore","BOS","BAL","W","Buchholz","Jimenez","","2:55","N",20865,75,83,69
"315",153,2016,"2016-09-22","boxscore","BOS","BAL","W","Price","Worley","Kimbrel","3:19","N",26788,71,79,61
"316",154,2016,"2016-09-23","boxscore","BOS","TBR","W","Pomeranz","Archer","Ziegler","2:52","N",20543,70,82,56
"317",155,2016,"2016-09-24","boxscore","BOS","TBR","W","Porcello","Garton","Kimbrel","3:10","N",25641,60,67,54
"318",156,2016,"2016-09-25","boxscore","BOS","TBR","W","Kelly","Gamboa","","4:01","D",26443,58,66,49
"319",157,2016,"2016-09-27","boxscore","BOS","NYY","L","Parker","Price","Clippard","3:09","N",35161,63,72,59
"320",158,2016,"2016-09-28","boxscore","BOS","NYY","L-wo","Pazos","Kimbrel","","3:28","N",35520,59,61,56
"321",159,2016,"2016-09-29","boxscore","BOS","NYY","L","Sabathia","Owens","","3:17","N",41597,57,60,54
"322",160,2016,"2016-09-30","boxscore","BOS","TOR","W","Ziegler","Biagini","Kimbrel","3:25","N",37661,58,62,56
"323",161,2016,"2016-10-01","boxscore","BOS","TOR","L","Osuna","Kimbrel","","3:29","N",37396,57,59,54
"324",162,2016,"2016-10-02","boxscore","BOS","TOR","L","Sanchez","Ziegler","Osuna","3:14","D",36787,55,57,53
"325",1,2015,"2015-04-06","boxscore","BOS","PHI","W","Buchholz","Hamels","","3:01","D",45549,39,42,36
"326",2,2015,"2015-04-08","boxscore","BOS","PHI","L","Harang","Porcello","Papelbon","2:54","N",26465,37,42,34
"327",3,2015,"2015-04-09","boxscore","BOS","PHI","W","Masterson","Buchanan","","3:08","N",23418,35,37,33
"328",4,2015,"2015-04-10","boxscore","BOS","NYY","W","Wright","Rogers","","6:49","N",41292,40,55,36
"329",5,2015,"2015-04-11","boxscore","BOS","NYY","W","Kelly","Warren","","3:13","D",46678,53,57,42
"330",6,2015,"2015-04-12","boxscore","BOS","NYY","L","Tanaka","Buchholz","","3:24","N",43019,51,68,39
"331",7,2015,"2015-04-13","boxscore","BOS","WSN","W","Porcello","Zimmermann","","3:01","D",37203,56,69,41
"332",8,2015,"2015-04-14","boxscore","BOS","WSN","W","Mujica","Treinen","Uehara","3:23","N",35258,59,65,52
"333",9,2015,"2015-04-15","boxscore","BOS","WSN","L","Gonzalez","Miley","","3:08","D",33493,59,67,50
"334",10,2015,"2015-04-17","boxscore","BOS","BAL","W-wo","Uehara","Matusz","","3:13","N",34341,54,65,47
"335",11,2015,"2015-04-18","boxscore","BOS","BAL","L","Tillman","Buchholz","Britton","3:24","D",37655,54,60,43
"336",12,2015,"2015-04-19","boxscore","BOS","BAL","L","Gonzalez","Porcello","","3:14","D",37761,46,50,41
"337",13,2015,"2015-04-20","boxscore","BOS","BAL","W","Masterson","Chen","","2:21","D",36829,43,51,41
"338",14,2015,"2015-04-21","boxscore","BOS","TBR","W","Miley","Archer","Uehara","2:48","N",14307,56,65,46
"339",15,2015,"2015-04-22","boxscore","BOS","TBR","L","Boxberger","Mujica","Geltz","3:10","N",12733,56,67,43
"340",16,2015,"2015-04-23","boxscore","BOS","TBR","L-wo","Boxberger","Varvaro","","3:00","N",13834,47,51,38
"341",17,2015,"2015-04-24","boxscore","BOS","BAL","W","Ogando","Matusz","Uehara","3:29","N",37359,43,50,37
"342",18,2015,"2015-04-25","boxscore","BOS","BAL","L-wo","Matusz","Uehara","","2:57","N",36757,45,56,36
"343",19,2015,"2015-04-26","boxscore","BOS","BAL","L","Norris","Miley","","3:13","D",43802,47,56,43
"344",20,2015,"2015-04-27","boxscore","BOS","TOR","W-wo","Uehara","Castro","","2:48","N",34739,51,57,45
"345",21,2015,"2015-04-28","boxscore","BOS","TOR","L","Estrada","Buchholz","Cecil","4:01","N",33920,49,64,42
"346",22,2015,"2015-04-29","boxscore","BOS","TOR","W","Porcello","Dickey","Uehara","2:43","N",34220,52,54,48
"347",23,2015,"2015-05-01","boxscore","BOS","NYY","L","Rogers","Tazawa","Miller","3:14","N",35444,45,49,39
"348",24,2015,"2015-05-02","boxscore","BOS","NYY","L","Eovaldi","Miley","Betances","2:44","D",36611,43,50,39
"349",25,2015,"2015-05-03","boxscore","BOS","NYY","L","Warren","Kelly","Miller","3:52","N",33198,53,67,45
"350",26,2015,"2015-05-04","boxscore","BOS","TBR","L","Odorizzi","Buchholz","","3:10","N",34541,63,84,49
"351",27,2015,"2015-05-05","boxscore","BOS","TBR","W","Porcello","Smyly","Uehara","2:26","N",33688,66,70,54
"352",28,2015,"2015-05-06","boxscore","BOS","TBR","L","Colome","Masterson","Boxberger","3:22","N",35060,61,73,52
"353",29,2015,"2015-05-08","boxscore","BOS","TOR","L","Sanchez","Miley","","2:41","N",30430,60,71,46
"354",30,2015,"2015-05-09","boxscore","BOS","TOR","L","Hutchison","Kelly","","3:12","D",42917,51,71,46
"355",31,2015,"2015-05-10","boxscore","BOS","TOR","W","Buchholz","Dickey","Uehara","2:38","D",42419,71,89,59
"356",32,2015,"2015-05-11","boxscore","BOS","OAK","W","Barnes","Castro","","3:57","N",19743,68,80,50
"357",33,2015,"2015-05-12","boxscore","BOS","OAK","L","Pomeranz","Masterson","","2:32","N",24605,57,87,48
"358",34,2015,"2015-05-13","boxscore","BOS","OAK","W","Miley","Gray","Uehara","2:33","D",22389,64,69,53
"359",35,2015,"2015-05-14","boxscore","BOS","SEA","W","Barnes","Rodney","Uehara","2:53","N",20172,58,69,49
"360",36,2015,"2015-05-15","boxscore","BOS","SEA","L-wo","Wilhelmsen","Layne","","2:32","N",39477,59,67,48
"361",37,2015,"2015-05-16","boxscore","BOS","SEA","W","Porcello","Hernandez","Uehara","2:48","N",45055,61,71,55
"362",38,2015,"2015-05-17","boxscore","BOS","SEA","L","Paxton","Wright","","2:31","D",39936,61,67,52
"363",39,2015,"2015-05-19","boxscore","BOS","TEX","W","Miley","Gallardo","Uehara","2:50","N",36580,56,65,52
"364",40,2015,"2015-05-20","boxscore","BOS","TEX","L","Klein","Kelly","Tolleson","3:13","N",35726,61,66,51
"365",41,2015,"2015-05-21","boxscore","BOS","TEX","L","Rodriguez","Buchholz","Tolleson","2:49","N",34945,57,67,45
"366",42,2015,"2015-05-22","boxscore","BOS","LAA","L","Richards","Porcello","","3:35","N",36150,62,76,52
"367",43,2015,"2015-05-23","boxscore","BOS","LAA","W","Wright","Wilson","","3:09","N",37735,56,65,44
"368",44,2015,"2015-05-24","boxscore","BOS","LAA","W","Miley","Santiago","","2:37","D",37742,65,83,51
"369",45,2015,"2015-05-25","boxscore","BOS","MIN","L","Nolasco","Kelly","","2:52","D",29472,70,81,58
"370",46,2015,"2015-05-26","boxscore","BOS","MIN","L","Pelfrey","Buchholz","Perkins","2:36","N",23268,73,87,64
"371",47,2015,"2015-05-27","boxscore","BOS","MIN","L","Hughes","Porcello","Perkins","2:29","D",30027,74,85,65
"372",48,2015,"2015-05-28","boxscore","BOS","TEX","W","Rodriguez","Martinez","","2:49","N",34085,74,86,64
"373",49,2015,"2015-05-29","boxscore","BOS","TEX","L","Gallardo","Wright","Tolleson","2:59","N",38176,67,72,55
"374",50,2015,"2015-05-30","boxscore","BOS","TEX","L","Gonzalez","Miley","","2:49","N",42831,69,88,58
"375",51,2015,"2015-05-31","boxscore","BOS","TEX","L-wo","Ohlendorf","Uehara","","3:16","D",32848,67,77,48
"376",52,2015,"2015-06-02","boxscore","BOS","MIN","W","Buchholz","Pelfrey","Uehara","2:21","N",32622,47,49,46
"377",53,2015,"2015-06-03","boxscore","BOS","MIN","W","Rodriguez","Hughes","","2:33","D",31704,50,56,47
"378",54,2015,"2015-06-03","boxscore","BOS","MIN","L","May","Porcello","Perkins","2:15","N",33291,50,56,47
"379",55,2015,"2015-06-04","boxscore","BOS","MIN","L","Thompson","Uehara","","3:12","D",33615,52,58,49
"380",56,2015,"2015-06-05","boxscore","BOS","OAK","W","Miley","Kazmir","Uehara","2:31","N",34910,54,59,50
"381",57,2015,"2015-06-06","boxscore","BOS","OAK","W","Kelly","Chavez","Uehara","3:10","D",36713,58,67,52
"382",58,2015,"2015-06-07","boxscore","BOS","OAK","W","Wright","Clippard","Layne","3:11","D",36913,59,67,53
"383",59,2015,"2015-06-09","boxscore","BOS","BAL","L","Roe","Barnes","Britton","3:08","N",28460,69,78,64
"384",60,2015,"2015-06-10","boxscore","BOS","BAL","L","Chen","Porcello","O'Day","2:36","N",22201,71,82,62
"385",61,2015,"2015-06-11","boxscore","BOS","BAL","L","Tillman","Miley","Britton","2:39","N",22840,75,88,64
"386",62,2015,"2015-06-12","boxscore","BOS","TOR","L","Delabar","Tazawa","Cecil","3:24","N",37575,74,79,65
"387",63,2015,"2015-06-13","boxscore","BOS","TOR","L","Loup","Barnes","Cecil","3:26","D",37158,73,85,64
"388",64,2015,"2015-06-14","boxscore","BOS","TOR","L","Estrada","Rodriguez","","3:12","D",36296,70,74,62
"389",65,2015,"2015-06-15","boxscore","BOS","ATL","L","Perez","Porcello","Grilli","2:54","N",34439,58,63,54
"390",66,2015,"2015-06-16","boxscore","BOS","ATL","W","Miley","Teheran","","2:38","D",35662,59,71,56
"391",67,2015,"2015-06-17","boxscore","BOS","ATL","L","Masset","Tazawa","Grilli","3:09","N",28982,66,69,59
"392",68,2015,"2015-06-18","boxscore","BOS","ATL","W","Buchholz","Miller","Uehara","3:04","N",31783,65,76,57
"393",69,2015,"2015-06-19","boxscore","BOS","KCR","W","Rodriguez","Pino","","2:57","N",38190,69,86,63
"394",70,2015,"2015-06-20","boxscore","BOS","KCR","L","Volquez","Porcello","Holland","3:09","N",39115,65,75,58
"395",71,2015,"2015-06-21","boxscore","BOS","KCR","W","Miley","Young","","2:58","D",37975,66,76,60
"396",72,2015,"2015-06-23","boxscore","BOS","BAL","L","Jimenez","Kelly","Britton","3:08","N",36508,72,88,60
"397",73,2015,"2015-06-24","boxscore","BOS","BAL","W","Buchholz","Norris","","2:38","N",37762,76,84,67
"398",74,2015,"2015-06-25","boxscore","BOS","BAL","L","Gonzalez","Rodriguez","Britton","3:06","D",37706,73,81,64
"399",75,2015,"2015-06-26","boxscore","BOS","TBR","W","Ogando","Geltz","Uehara","3:23","N",17508,68,72,59
"400",76,2015,"2015-06-27","boxscore","BOS","TBR","L","Andriese","Miley","Boxberger","2:21","D",23876,63,68,57
"401",77,2015,"2015-06-28","boxscore","BOS","TBR","W","Masterson","Archer","Uehara","3:02","D",21963,59,59,52
"402",78,2015,"2015-06-29","boxscore","BOS","TOR","W","Buchholz","Dickey","Uehara","2:26","N",27107,60,75,53
"403",79,2015,"2015-06-30","boxscore","BOS","TOR","W","Rodriguez","Estrada","Uehara","3:04","N",28942,68,75,60
"404",80,2015,"2015-07-01","boxscore","BOS","TOR","L","Buehrle","Porcello","","2:19","D",45392,69,82,62
"405",81,2015,"2015-07-02","boxscore","BOS","TOR","W","Miley","Boyd","","3:34","N",29758,72,80,64
"406",82,2015,"2015-07-03","boxscore","BOS","HOU","L","Hernandez","Ramirez","","4:23","N",37837,71,76,63
"407",83,2015,"2015-07-04","boxscore","BOS","HOU","W","Buchholz","McHugh","","3:02","D",36703,67,72,62
"408",84,2015,"2015-07-05","boxscore","BOS","HOU","W","Barnes","Sipp","Uehara","4:01","D",36481,71,83,61
"409",85,2015,"2015-07-07","boxscore","BOS","MIA","W","Tazawa","Cishek","Uehara","2:44","N",36863,74,84,65
"410",86,2015,"2015-07-08","boxscore","BOS","MIA","W","Porcello","Koehler","Uehara","2:41","N",37009,79,88,69
"411",87,2015,"2015-07-10","boxscore","BOS","NYY","L","Pineda","Buchholz","","3:03","N",37984,67,77,60
"412",88,2015,"2015-07-11","boxscore","BOS","NYY","W","Rodriguez","Nova","Uehara","3:10","N",38047,75,83,68
"413",89,2015,"2015-07-12","boxscore","BOS","NYY","L","Eovaldi","Miley","","3:36","D",37283,80,89,72
"414",90,2015,"2015-07-17","boxscore","BOS","LAA","L-wo","Smith","Uehara","","2:24","N",43234,67,75,60
"415",91,2015,"2015-07-18","boxscore","BOS","LAA","L","Richards","Porcello","","2:37","N",43631,70,78,64
"416",92,2015,"2015-07-20","boxscore","BOS","LAA","L","Santiago","Rodriguez","","3:05","D",42503,83,92,70
"417",93,2015,"2015-07-20","boxscore","BOS","LAA","L","Heaney","Wright","Smith","2:34","N",38042,83,92,70
"418",94,2015,"2015-07-21","boxscore","BOS","HOU","L","Velasquez","Johnson","","3:01","N",26913,78,81,70
"419",95,2015,"2015-07-22","boxscore","BOS","HOU","L","McHugh","Kelly","Gregerson","2:44","N",31104,76,84,69
"420",96,2015,"2015-07-23","boxscore","BOS","HOU","L-wo","Fields","Breslow","","3:31","N",30748,74,82,67
"421",97,2015,"2015-07-24","boxscore","BOS","DET","W-wo","Masterson","Hardy","","3:42","N",37650,72,81,66
"422",98,2015,"2015-07-25","boxscore","BOS","DET","L","Simon","Wright","","2:57","D",37256,66,69,62
"423",99,2015,"2015-07-26","boxscore","BOS","DET","W","Rodriguez","Greene","","3:14","N",35582,68,79,63
"424",100,2015,"2015-07-27","boxscore","BOS","CHW","L","Albers","Ross","Robertson","3:54","N",37401,75,86,68
"425",101,2015,"2015-07-28","boxscore","BOS","CHW","L","Samardzija","Miley","","2:39","N",38063,75,86,70
"426",102,2015,"2015-07-29","boxscore","BOS","CHW","L","Quintana","Porcello","","3:42","N",37104,80,92,71
"427",103,2015,"2015-07-30","boxscore","BOS","CHW","W","Wright","Sale","","2:40","N",36215,83,91,74
"428",104,2015,"2015-07-31","boxscore","BOS","TBR","W","Tazawa","McGee","Uehara","3:13","N",36715,80,89,73
"429",105,2015,"2015-08-01","boxscore","BOS","TBR","W","Kelly","Moore","Machi","3:39","D",35944,79,90,68
"430",106,2015,"2015-08-02","boxscore","BOS","TBR","L","Geltz","Tazawa","Boxberger","3:10","D",35699,78,88,68
"431",107,2015,"2015-08-04","boxscore","BOS","NYY","L","Tanaka","Owens","","3:26","N",48522,76,89,66
"432",108,2015,"2015-08-05","boxscore","BOS","NYY","W","Wright","Severino","Uehara","2:51","N",47489,75,85,65
"433",109,2015,"2015-08-06","boxscore","BOS","NYY","L","Wilson","Rodriguez","Miller","2:54","N",48608,74,82,65
"434",110,2015,"2015-08-07","boxscore","BOS","DET","W","Kelly","Norris","Uehara","3:30","N",38132,70,73,64
"435",111,2015,"2015-08-08","boxscore","BOS","DET","L","Hardy","Tazawa","Rondon","3:11","N",42098,67,76,61
"436",112,2015,"2015-08-09","boxscore","BOS","DET","W","Owens","Verlander","","3:22","D",38766,66,73,62
"437",113,2015,"2015-08-11","boxscore","BOS","MIA","L-wo","Morris","Breslow","","3:30","N",31951,68,72,64
"438",114,2015,"2015-08-12","boxscore","BOS","MIA","L","Barraclough","Rodriguez","","3:07","D",26041,75,85,68
"439",115,2015,"2015-08-14","boxscore","BOS","SEA","W","Kelly","Montgomery","","3:30","N",37678,75,86,63
"440",116,2015,"2015-08-15","boxscore","BOS","SEA","W","Miley","Hernandez","","3:21","D",36027,76,91,68
"441",117,2015,"2015-08-16","boxscore","BOS","SEA","L","Rasmussen","Breslow","Farquhar","4:24","D",35260,75,90,67
"442",118,2015,"2015-08-17","boxscore","BOS","CLE","L","Salazar","Barnes","","3:12","N",32701,80,91,71
"443",119,2015,"2015-08-18","boxscore","BOS","CLE","W","Rodriguez","Bauer","","2:56","N",31907,78,87,71
"444",120,2015,"2015-08-19","boxscore","BOS","CLE","W","Kelly","Kluber","Tazawa","3:09","N",32465,78,88,71
"445",121,2015,"2015-08-20","boxscore","BOS","KCR","W","Miley","Duffy","Tazawa","2:49","N",35458,73,78,68
"446",122,2015,"2015-08-21","boxscore","BOS","KCR","W","Owens","Cueto","","2:31","N",35203,72,83,67
"447",123,2015,"2015-08-22","boxscore","BOS","KCR","L","Ventura","Barnes","Holland","3:29","N",37135,71,73,67
"448",124,2015,"2015-08-23","boxscore","BOS","KCR","L","Young","Tazawa","Davis","3:40","D",36151,68,71,67
"449",125,2015,"2015-08-24","boxscore","BOS","CHW","W","Kelly","Samardzija","Machi","3:10","N",18051,71,75,68
"450",126,2015,"2015-08-25","boxscore","BOS","CHW","L","Petricka","Miley","Robertson","3:00","N",14393,71,81,67
"451",127,2015,"2015-08-26","boxscore","BOS","CHW","W","Porcello","Jones","Tazawa","2:31","N",17812,76,85,69
"452",128,2015,"2015-08-28","boxscore","BOS","NYM","W","Layne","Torres","Breslow","3:59","N",39401,70,75,64
"453",129,2015,"2015-08-29","boxscore","BOS","NYM","W","Kelly","deGrom","Machi","2:51","D",43255,72,82,63
"454",130,2015,"2015-08-30","boxscore","BOS","NYM","L","Clippard","Ross","Familia","2:56","D",38938,77,88,69
"455",131,2015,"2015-08-31","boxscore","BOS","NYY","W","Rodriguez","Nova","Machi","3:44","N",36148,80,90,71
"456",132,2015,"2015-09-01","boxscore","BOS","NYY","L","Pineda","Porcello","Miller","2:41","N",35077,76,79,69
"457",133,2015,"2015-09-02","boxscore","BOS","NYY","L","Tanaka","Owens","","3:33","D",34416,77,91,66
"458",134,2015,"2015-09-04","boxscore","BOS","PHI","W","Kelly","Morgan","Ross","3:22","N",33674,69,72,62
"459",135,2015,"2015-09-05","boxscore","BOS","PHI","W","Miley","Asher","","2:24","D",36534,65,73,58
"460",136,2015,"2015-09-06","boxscore","BOS","PHI","W","Rodriguez","Eickhoff","","2:57","D",34708,70,82,61
"461",137,2015,"2015-09-07","boxscore","BOS","TOR","W","Porcello","Buehrle","","2:48","D",33659,77,93,66
"462",138,2015,"2015-09-08","boxscore","BOS","TOR","L","Sanchez","Ogando","","3:23","N",33432,81,96,72
"463",139,2015,"2015-09-09","boxscore","BOS","TOR","W","Kelly","Hutchison","","3:31","N",34464,80,93,72
"464",140,2015,"2015-09-11","boxscore","BOS","TBR","L","Bellatti","Tazawa","","3:26","N",14796,65,73,63
"465",141,2015,"2015-09-12","boxscore","BOS","TBR","W","Porcello","Moore","","2:56","N",20698,66,71,60
"466",142,2015,"2015-09-13","boxscore","BOS","TBR","W","Hembree","Romero","Ross","4:05","D",15402,64,66,63
"467",143,2015,"2015-09-14","boxscore","BOS","BAL","L","Gausman","Rodriguez","Britton","2:56","N",19666,65,72,57
"468",144,2015,"2015-09-15","boxscore","BOS","BAL","L-wo","Roe","Aro","","4:20","N",21260,71,84,62
